"species_slug","move_slug"
"espeon","sleep-talk"
"espeon","snore"
"espeon","stored-power"
"espeon","substitute"
"espeon","sunny-day"
"espeon","thunder-wave"
"espeon","tickle"
"espeon","trailblaze"
"espeon","trick"
"espeon","trick-room"
"espeon","weather-ball"
"espeon","wish"
"espeon","yawn"
"espeon","zen-headbutt"
"excadrill","aerial-ace"
"excadrill","body-slam"
"excadrill","brick-break"
"excadrill","brutal-swing"
"excadrill","bulldoze"
"excadrill","crush-claw"
"excadrill","curse"
"excadrill","dig"
"excadrill","double-edge"
"excadrill","drill-run"
"excadrill","earth-power"
"excadrill","earthquake"
"excadrill","endure"
"excadrill","facade"
"excadrill","fissure"
"excadrill","fling"
"excadrill","focus-blast"
"excadrill","giga-impact"
"excadrill","helping-hand"
"excadrill","high-horsepower"
"excadrill","horn-drill"
"excadrill","hyper-beam"
"excadrill","iron-defense"
"excadrill","iron-head"
"excadrill","megahorn"
"excadrill","metal-sound"
"excadrill","mud-shot"
"excadrill","mud-slap"
"excadrill","poison-jab"
"excadrill","protect"
"excadrill","rapid-spin"
"excadrill","rest"
"excadrill","rock-blast"
"excadrill","rock-slide"
"excadrill","rock-tomb"
"excadrill","round"
"excadrill","sand-tomb"
"excadrill","sandstorm"
"excadrill","scary-face"
"excadrill","scorching-sands"
"excadrill","shadow-claw"
"excadrill","sleep-talk"
"excadrill","sludge-bomb"
"excadrill","smart-strike"
"excadrill","snore"
"excadrill","stealth-rock"
"excadrill","steel-beam"
"excadrill","stomping-tantrum"
"excadrill","substitute"
"excadrill","sunny-day"
"excadrill","swords-dance"
"excadrill","throat-chop"
"excadrill","x-scissor"
"farigiraf","agility"
"farigiraf","ally-switch"
"farigiraf","amnesia"
"farigiraf","assurance"
"farigiraf","baton-pass"
"farigiraf","beat-up"
"farigiraf","body-slam"
"farigiraf","bulldoze"
"farigiraf","calm-mind"
"farigiraf","charge-beam"
"farigiraf","confuse-ray"
"farigiraf","crunch"
"farigiraf","curse"
"farigiraf","dazzling-gleam"
"farigiraf","double-edge"
"farigiraf","double-hit"
"farigiraf","earthquake"
"farigiraf","endeavor"
"farigiraf","endure"
"farigiraf","energy-ball"
"farigiraf","expanding-force"
"farigiraf","facade"
"farigiraf","foul-play"
"farigiraf","future-sight"
"farigiraf","giga-impact"
"farigiraf","grass-knot"
"farigiraf","gravity"
"farigiraf","guard-swap"
"farigiraf","helping-hand"
"farigiraf","high-horsepower"
"farigiraf","hyper-beam"
"farigiraf","hyper-voice"
"farigiraf","imprison"
"farigiraf","iron-head"
"farigiraf","light-screen"
"farigiraf","low-kick"
"farigiraf","mean-look"
"farigiraf","mirror-coat"
"farigiraf","nasty-plot"
"farigiraf","night-shade"
"farigiraf","power-swap"
"farigiraf","protect"
"farigiraf","psych-up"
"farigiraf","psychic"
"farigiraf","psychic-fangs"
"farigiraf","psychic-noise"
"farigiraf","psychic-terrain"
"farigiraf","psyshock"
"farigiraf","rain-dance"
"farigiraf","reflect"
"farigiraf","rest"
"farigiraf","roar"
"farigiraf","shadow-ball"
"farigiraf","skill-swap"
"farigiraf","sleep-talk"
"farigiraf","stomping-tantrum"
"farigiraf","stored-power"
"farigiraf","substitute"
"farigiraf","sunny-day"
"farigiraf","thief"
"farigiraf","thunder"
"farigiraf","thunder-wave"
"farigiraf","thunderbolt"
"farigiraf","trailblaze"
"farigiraf","trick"
"farigiraf","trick-room"
"farigiraf","twin-beam"
"farigiraf","uproar"
"farigiraf","wish"
"farigiraf","zen-headbutt"
"feraligatr","aerial-ace"
"feraligatr","agility"
"feraligatr","ancient-power"
"feraligatr","aqua-jet"
"feraligatr","aqua-tail"
"feraligatr","avalanche"
"feraligatr","bite"
"feraligatr","blizzard"
"feraligatr","block"
"feraligatr","body-slam"
"feraligatr","breaking-swipe"
"feraligatr","brick-break"
"feraligatr","brutal-swing"
"feraligatr","bulldoze"
"feraligatr","chilling-water"
"feraligatr","counter"
"feraligatr","crunch"
"feraligatr","curse"
"feraligatr","dig"
"feraligatr","dive"
"feraligatr","double-edge"
"feraligatr","dragon-claw"
"feraligatr","dragon-dance"
"feraligatr","dragon-pulse"
"feraligatr","dragon-tail"
"feraligatr","earthquake"
"feraligatr","endeavor"
"feraligatr","endure"
"feraligatr","facade"
"feraligatr","fake-tears"
"feraligatr","flail"
"feraligatr","flatter"
"feraligatr","fling"
"feraligatr","flip-turn"
"feraligatr","focus-blast"
"feraligatr","focus-punch"
"feraligatr","giga-impact"
"feraligatr","helping-hand"
"feraligatr","hydro-cannon"
"feraligatr","hydro-pump"
"feraligatr","hyper-beam"
"feraligatr","ice-beam"
"feraligatr","ice-fang"
"feraligatr","ice-punch"
"feraligatr","icy-wind"
"feraligatr","iron-tail"
"feraligatr","lash-out"
"feraligatr","liquidation"
"feraligatr","low-kick"
"feraligatr","mega-kick"
"feraligatr","mud-shot"
"feraligatr","mud-slap"
"feraligatr","muddy-water"
"feraligatr","outrage"
"feraligatr","protect"
"feraligatr","psychic-fangs"
"feraligatr","rain-dance"
"feraligatr","rest"
"feraligatr","roar"
"feraligatr","rock-slide"
"feraligatr","rock-tomb"
"feraligatr","round"
"feraligatr","scale-shot"
"feraligatr","scary-face"
"feraligatr","screech"
"feraligatr","shadow-claw"
"feraligatr","sleep-talk"
"feraligatr","snarl"
"feraligatr","snore"
"feraligatr","spite"
"feraligatr","stomping-tantrum"
"feraligatr","substitute"
"feraligatr","superpower"
"feraligatr","surf"
"feraligatr","swords-dance"
"feraligatr","thief"
"feraligatr","thrash"
"feraligatr","trailblaze"
"feraligatr","uproar"
"feraligatr","water-pulse"
"feraligatr","waterfall"
"feraligatr","whirlpool"
"flapple","acid-spray"
"flapple","acrobatics"
"flapple","aerial-ace"
"flapple","air-slash"
"flapple","bullet-seed"
"flapple","draco-meteor"
"flapple","dragon-dance"
"flapple","dragon-pulse"
"flapple","dragon-rush"
"flapple","dual-wingbeat"
"flapple","endeavor"
"flapple","endure"
"flapple","energy-ball"
"flapple","facade"
"flapple","fly"
"flapple","focus-energy"
"flapple","giga-drain"
"flapple","giga-impact"
"flapple","grass-knot"
"flapple","grassy-glide"
"flapple","grassy-terrain"
"flapple","grav-apple"
"flapple","growth"
"flapple","heavy-slam"
"flapple","hyper-beam"
"flapple","iron-defense"
"flapple","leaf-storm"
"flapple","leech-seed"
"flapple","outrage"
"flapple","pounce"
"flapple","protect"
"flapple","recycle"
"flapple","rest"
"flapple","round"
"flapple","scary-face"
"flapple","seed-bomb"
"flapple","sleep-talk"
"flapple","snore"
"flapple","solar-beam"
"flapple","substitute"
"flapple","sucker-punch"
"flapple","sunny-day"
"flapple","trailblaze"
"flapple","u-turn"
"flareon","alluring-voice"
"flareon","baby-doll-eyes"
"flareon","baton-pass"
"flareon","bite"
"flareon","body-slam"
"flareon","burning-jealousy"
"flareon","calm-mind"
"flareon","charm"
"flareon","copycat"
"flareon","covet"
"flareon","curse"
"flareon","detect"
"flareon","dig"
"flareon","double-edge"
"flareon","endeavor"
"flareon","endure"
"flareon","facade"
"flareon","fake-tears"
"flareon","fire-blast"
"flareon","fire-fang"
"flareon","fire-spin"
"flareon","flail"
"flareon","flame-charge"
"flareon","flamethrower"
"flareon","flare-blitz"
"flareon","focus-energy"
"flareon","giga-impact"
"flareon","heat-wave"
"flareon","helping-hand"
"flareon","hyper-beam"
"flareon","hyper-voice"
"flareon","last-resort"
"flareon","lava-plume"
"flareon","mud-slap"
"flareon","overheat"
"flareon","protect"
"flareon","quick-attack"
"flareon","rain-dance"
"flareon","rest"
"flareon","roar"
"flareon","round"
"flareon","scary-face"
"flareon","scorching-sands"
"flareon","shadow-ball"
"flareon","sleep-talk"
"flareon","snore"
"flareon","stored-power"
"flareon","substitute"
"flareon","sunny-day"
"flareon","superpower"
"flareon","temper-flare"
"flareon","tickle"
"flareon","trailblaze"
"flareon","weather-ball"
"flareon","will-o-wisp"
"flareon","wish"
"flareon","yawn"
"floette","alluring-voice"
"floette","baton-pass"
"floette","calm-mind"
"floette","charm"
"floette","chilling-water"
"floette","copycat"
"floette","dazzling-gleam"
"floette","draining-kiss"
"floette","endeavor"
"floette","endure"
"floette","energy-ball"
"floette","facade"
"floette","giga-drain"
"floette","grass-knot"
"floette","grassy-terrain"
"floette","helping-hand"
"floette","hyper-beam"
"floette","light-of-ruin"
"floette","light-screen"
"floette","misty-terrain"
"floette","moonblast"
"floette","petal-blizzard"
"floette","petal-dance"
"floette","pollen-puff"
"floette","protect"
"floette","psychic"
"floette","rain-dance"
"floette","rest"
"floette","safeguard"
"floette","seed-bomb"
"floette","skill-swap"
"floette","sleep-talk"
"floette","solar-beam"
"floette","stored-power"
"floette","substitute"
"floette","sunny-day"
"floette","synthesis"
"floette","tearful-look"
"floette","trailblaze"
"floette","trick"
"floette","wish"
"florges","alluring-voice"
"florges","baton-pass"
"florges","calm-mind"
"florges","charm"
"florges","chilling-water"
"florges","copycat"
"florges","dazzling-gleam"
"florges","draining-kiss"
"florges","endeavor"
"florges","endure"
"florges","energy-ball"
"florges","facade"
"florges","giga-drain"
"florges","giga-impact"
"florges","grass-knot"
"florges","grassy-glide"
"florges","grassy-terrain"
"florges","helping-hand"
"florges","hyper-beam"
"florges","light-screen"
"florges","misty-explosion"
"florges","misty-terrain"
"florges","moonblast"
"florges","petal-blizzard"
"florges","petal-dance"
"florges","pollen-puff"
"florges","protect"
"florges","psychic"
"florges","psychic-noise"
"florges","rain-dance"
"florges","rest"
"florges","round"
"florges","safeguard"
"florges","seed-bomb"
"florges","skill-swap"
"florges","sleep-talk"
"florges","snore"
"florges","solar-beam"
"florges","stored-power"
"florges","substitute"
"florges","sunny-day"
"florges","synthesis"
"florges","tearful-look"
"florges","trailblaze"
"florges","trick"
"florges","wish"
"forretress","body-press"
"forretress","body-slam"
"forretress","bug-bite"
"forretress","bug-buzz"
"forretress","bulldoze"
"forretress","counter"
"forretress","curse"
"forretress","dig"
"forretress","double-edge"
"forretress","drill-run"
"forretress","earth-power"
"forretress","earthquake"
"forretress","endure"
"forretress","explosion"
"forretress","facade"
"forretress","flail"
"forretress","flash-cannon"
"forretress","giga-drain"
"forretress","giga-impact"
"forretress","gravity"
"forretress","gyro-ball"
"forretress","hard-press"
"forretress","heavy-slam"
"forretress","helping-hand"
"forretress","hyper-beam"
"forretress","ice-spinner"
"forretress","iron-defense"
"forretress","iron-head"
"forretress","light-screen"
"forretress","lunge"
"forretress","magnet-rise"
"forretress","metal-sound"
"forretress","pain-split"
"forretress","payback"
"forretress","pin-missile"
"forretress","poison-jab"
"forretress","pounce"
"forretress","power-trick"
"forretress","protect"
"forretress","rain-dance"
"forretress","rapid-spin"
"forretress","reflect"
"forretress","rest"
"forretress","reversal"
"forretress","rock-blast"
"forretress","rock-slide"
"forretress","rock-tomb"
"forretress","round"
"forretress","sand-tomb"
"forretress","sandstorm"
"forretress","seed-bomb"
"forretress","self-destruct"
"forretress","sleep-talk"
"forretress","smart-strike"
"forretress","snore"
"forretress","solar-beam"
"forretress","spikes"
"forretress","stealth-rock"
"forretress","steel-beam"
"forretress","steel-roller"
"forretress","stone-edge"
"forretress","struggle-bug"
"forretress","substitute"
"forretress","sunny-day"
"forretress","thunder-wave"
"forretress","toxic-spikes"
"forretress","venoshock"
"forretress","volt-switch"
"forretress","zap-cannon"
"froslass","aurora-veil"
"froslass","avalanche"
"froslass","bite"
"froslass","blizzard"
"froslass","block"
"froslass","body-slam"
"froslass","charm"
"froslass","chilling-water"
"froslass","confuse-ray"
"froslass","crunch"
"froslass","curse"
"froslass","destiny-bond"
"froslass","disable"
"froslass","double-team"
"froslass","draining-kiss"
"froslass","endure"
"froslass","facade"
"froslass","fake-tears"
"froslass","fling"
"froslass","frost-breath"
"froslass","giga-impact"
"froslass","haze"
"froslass","helping-hand"
"froslass","hex"
"froslass","hyper-beam"
"froslass","ice-beam"
"froslass","ice-fang"
"froslass","ice-punch"
"froslass","ice-shard"
"froslass","ice-spinner"
"froslass","icicle-crash"
"froslass","icicle-spear"
"froslass","icy-wind"
"froslass","imprison"
"froslass","light-screen"
"froslass","nasty-plot"
"froslass","night-shade"
"froslass","pain-split"
"froslass","payback"
"froslass","phantom-force"
"froslass","poltergeist"
"froslass","protect"
"froslass","psych-up"
"froslass","psychic"
"froslass","rain-dance"
"froslass","reflect"
"froslass","rest"
"froslass","round"
"froslass","safeguard"
"froslass","scary-face"
"froslass","shadow-ball"
"froslass","sleep-talk"
"froslass","snore"
"froslass","snowscape"
"froslass","spikes"
"froslass","spite"
"froslass","substitute"
"froslass","switcheroo"
"froslass","taunt"
"froslass","thunder"
"froslass","thunder-wave"
"froslass","thunderbolt"
"froslass","trailblaze"
"froslass","trick"
"froslass","triple-axel"
"froslass","water-pulse"
"froslass","weather-ball"
"froslass","will-o-wisp"
"furfrou","attract"
"furfrou","baby-doll-eyes"
"furfrou","bite"
"furfrou","charm"
"furfrou","cotton-guard"
"furfrou","crunch"
"furfrou","dark-pulse"
"furfrou","dig"
"furfrou","double-edge"
"furfrou","endeavor"
"furfrou","endure"
"furfrou","facade"
"furfrou","fire-fang"
"furfrou","giga-impact"
"furfrou","grass-knot"
"furfrou","helping-hand"
"furfrou","hyper-voice"
"furfrou","ice-fang"
"furfrou","iron-tail"
"furfrou","last-resort"
"furfrou","protect"
"furfrou","psychic-fangs"
"furfrou","rain-dance"
"furfrou","rest"
"furfrou","roar"
"furfrou","round"
"furfrou","sleep-talk"
"furfrou","snarl"
"furfrou","snore"
"furfrou","substitute"
"furfrou","sucker-punch"
"furfrou","sunny-day"
"furfrou","surf"
"furfrou","thunder-fang"
"furfrou","thunder-wave"
"furfrou","trailblaze"
"furfrou","u-turn"
"furfrou","uproar"
"furfrou","wild-charge"
"furfrou","zen-headbutt"
"gallade","aerial-ace"
"gallade","agility"
"gallade","air-slash"
"gallade","alluring-voice"
"gallade","aqua-cutter"
"gallade","aura-sphere"
"gallade","body-slam"
"gallade","brick-break"
"gallade","bulk-up"
"gallade","bulldoze"
"gallade","calm-mind"
"gallade","charge-beam"
"gallade","charm"
"gallade","close-combat"
"gallade","coaching"
"gallade","confuse-ray"
"gallade","dazzling-gleam"
"gallade","destiny-bond"
"gallade","disable"
"gallade","double-team"
"gallade","drain-punch"
"gallade","draining-kiss"
"gallade","earthquake"
"gallade","encore"
"gallade","endure"
"gallade","energy-ball"
"gallade","expanding-force"
"gallade","facade"
"gallade","feint"
"gallade","fire-punch"
"gallade","fling"
"gallade","focus-blast"
"gallade","focus-punch"
"gallade","future-sight"
"gallade","giga-impact"
"gallade","grass-knot"
"gallade","heal-pulse"
"gallade","helping-hand"
"gallade","hex"
"gallade","hyper-beam"
"gallade","hyper-voice"
"gallade","hypnosis"
"gallade","ice-punch"
"gallade","icy-wind"
"gallade","imprison"
"gallade","knock-off"
"gallade","leaf-blade"
"gallade","life-dew"
"gallade","light-screen"
"gallade","low-kick"
"gallade","low-sweep"
"gallade","magic-room"
"gallade","mean-look"
"gallade","mega-kick"
"gallade","memento"
"gallade","misty-terrain"
"gallade","mystical-fire"
"gallade","night-shade"
"gallade","night-slash"
"gallade","pain-split"
"gallade","poison-jab"
"gallade","protect"
"gallade","psych-up"
"gallade","psychic"
"gallade","psychic-terrain"
"gallade","psycho-cut"
"gallade","psyshock"
"gallade","quick-guard"
"gallade","rain-dance"
"gallade","reflect"
"gallade","rest"
"gallade","reversal"
"gallade","rock-slide"
"gallade","rock-tomb"
"gallade","round"
"gallade","sacred-sword"
"gallade","safeguard"
"gallade","shadow-ball"
"gallade","shadow-claw"
"gallade","shadow-sneak"
"gallade","skill-swap"
"gallade","sleep-talk"
"gallade","snore"
"gallade","solar-blade"
"gallade","stone-edge"
"gallade","stored-power"
"gallade","substitute"
"gallade","sunny-day"
"gallade","swords-dance"
"gallade","taunt"
"gallade","thief"
"gallade","throat-chop"
"gallade","thunder-punch"
"gallade","thunder-wave"
"gallade","thunderbolt"
"gallade","trick"
"gallade","trick-room"
"gallade","triple-axel"
"gallade","upper-hand"
"gallade","vacuum-wave"
"gallade","wide-guard"
"gallade","will-o-wisp"
"gallade","wonder-room"
"gallade","x-scissor"
"gallade","zen-headbutt"
"garbodor","acid-spray"
"garbodor","amnesia"
"garbodor","ancient-power"
"garbodor","attract"
"garbodor","belch"
"garbodor","body-press"
"garbodor","body-slam"
"garbodor","clear-smog"
"garbodor","corrosive-gas"
"garbodor","cross-poison"
"garbodor","curse"
"garbodor","dark-pulse"
"garbodor","drain-punch"
"garbodor","endure"
"garbodor","explosion"
"garbodor","facade"
"garbodor","fling"
"garbodor","focus-blast"
"garbodor","giga-drain"
"garbodor","giga-impact"
"garbodor","gunk-shot"
"garbodor","haze"
"garbodor","hyper-beam"
"garbodor","mud-shot"
"garbodor","pain-split"
"garbodor","payback"
"garbodor","poison-jab"
"garbodor","protect"
"garbodor","psychic"
"garbodor","rain-dance"
"garbodor","recycle"
"garbodor","rest"
"garbodor","rock-blast"
"garbodor","round"
"garbodor","screech"
"garbodor","seed-bomb"
"garbodor","self-destruct"
"garbodor","sleep-talk"
"garbodor","sludge-bomb"
"garbodor","sludge-wave"
"garbodor","snore"
"garbodor","solar-beam"
"garbodor","spikes"
"garbodor","stockpile"
"garbodor","stomping-tantrum"
"garbodor","substitute"
"garbodor","sunny-day"
"garbodor","swallow"
"garbodor","thief"
"garbodor","thunderbolt"
"garbodor","toxic"
"garbodor","toxic-spikes"
"garbodor","venoshock"
"garchomp","aerial-ace"
"garchomp","bite"
"garchomp","body-slam"
"garchomp","breaking-swipe"
"garchomp","brick-break"
"garchomp","brutal-swing"
"garchomp","bulldoze"
"garchomp","crunch"
"garchomp","dig"
"garchomp","double-edge"
"garchomp","draco-meteor"
"garchomp","dragon-cheer"
"garchomp","dragon-claw"
"garchomp","dragon-pulse"
"garchomp","dragon-rush"
"garchomp","dragon-tail"
"garchomp","earth-power"
"garchomp","earthquake"
"garchomp","endure"
"garchomp","facade"
"garchomp","fire-blast"
"garchomp","fire-fang"
"garchomp","flamethrower"
"garchomp","fling"
"garchomp","giga-impact"
"garchomp","helping-hand"
"garchomp","hyper-beam"
"garchomp","iron-head"
"garchomp","iron-tail"
"garchomp","liquidation"
"garchomp","mud-shot"
"garchomp","outrage"
"garchomp","poison-jab"
"garchomp","power-gem"
"garchomp","protect"
"garchomp","rain-dance"
"garchomp","rest"
"garchomp","rock-slide"
"garchomp","rock-tomb"
"garchomp","round"
"garchomp","sand-tomb"
"garchomp","sandstorm"
"garchomp","scale-shot"
"garchomp","scary-face"
"garchomp","scorching-sands"
"garchomp","shadow-claw"
"garchomp","sleep-talk"
"garchomp","snore"
"garchomp","spikes"
"garchomp","stealth-rock"
"garchomp","stomping-tantrum"
"garchomp","stone-edge"
"garchomp","substitute"
"garchomp","sunny-day"
"garchomp","surf"
"garchomp","swords-dance"
"garchomp","thrash"
"garchomp","thunder-fang"
"gardevoir","alluring-voice"
"gardevoir","aura-sphere"
"gardevoir","body-slam"
"gardevoir","calm-mind"
"gardevoir","charge-beam"
"gardevoir","charm"
"gardevoir","confuse-ray"
"gardevoir","dazzling-gleam"
"gardevoir","destiny-bond"
"gardevoir","disable"
"gardevoir","double-team"
"gardevoir","draining-kiss"
"gardevoir","encore"
"gardevoir","endure"
"gardevoir","energy-ball"
"gardevoir","expanding-force"
"gardevoir","facade"
"gardevoir","fire-punch"
"gardevoir","fling"
"gardevoir","focus-blast"
"gardevoir","future-sight"
"gardevoir","giga-impact"
"gardevoir","grass-knot"
"gardevoir","gravity"
"gardevoir","guard-swap"
"gardevoir","heal-pulse"
"gardevoir","healing-wish"
"gardevoir","helping-hand"
"gardevoir","hyper-beam"
"gardevoir","hyper-voice"
"gardevoir","hypnosis"
"gardevoir","ice-punch"
"gardevoir","icy-wind"
"gardevoir","imprison"
"gardevoir","knock-off"
"gardevoir","life-dew"
"gardevoir","light-screen"
"gardevoir","magic-room"
"gardevoir","mean-look"
"gardevoir","memento"
"gardevoir","misty-explosion"
"gardevoir","misty-terrain"
"gardevoir","moonblast"
"gardevoir","mystical-fire"
"gardevoir","night-shade"
"gardevoir","pain-split"
"gardevoir","power-swap"
"gardevoir","protect"
"gardevoir","psych-up"
"gardevoir","psychic"
"gardevoir","psychic-noise"
"gardevoir","psychic-terrain"
"gardevoir","psyshock"
"gardevoir","rain-dance"
"gardevoir","reflect"
"gardevoir","rest"
"gardevoir","round"
"gardevoir","safeguard"
"gardevoir","shadow-ball"
"gardevoir","shadow-sneak"
"gardevoir","skill-swap"
"gardevoir","sleep-talk"
"gardevoir","snore"
"gardevoir","stored-power"
"gardevoir","substitute"
"gardevoir","sunny-day"
"gardevoir","swagger"
"gardevoir","taunt"
"gardevoir","thief"
"gardevoir","thunder-punch"
"gardevoir","thunder-wave"
"gardevoir","thunderbolt"
"gardevoir","trick"
"gardevoir","trick-room"
"gardevoir","triple-axel"
"gardevoir","vacuum-wave"
"gardevoir","will-o-wisp"
"gardevoir","wish"
"gardevoir","wonder-room"
"gardevoir","zen-headbutt"
"garganacl","ancient-power"
"garganacl","avalanche"
"garganacl","block"
"garganacl","body-press"
"garganacl","body-slam"
"garganacl","brick-break"
"garganacl","bulldoze"
"garganacl","curse"
"garganacl","dig"
"garganacl","double-edge"
"garganacl","dynamic-punch"
"garganacl","earth-power"
"garganacl","earthquake"
"garganacl","endure"
"garganacl","explosion"
"garganacl","facade"
"garganacl","fire-punch"
"garganacl","fissure"
"garganacl","flash-cannon"
"garganacl","fling"
"garganacl","focus-punch"
"garganacl","giga-impact"
"garganacl","gravity"
"garganacl","hammer-arm"
"garganacl","hard-press"
"garganacl","heavy-slam"
"garganacl","helping-hand"
"garganacl","hyper-beam"
"garganacl","ice-punch"
"garganacl","iron-defense"
"garganacl","iron-head"
"garganacl","meteor-beam"
"garganacl","mud-shot"
"garganacl","power-gem"
"garganacl","protect"
"garganacl","rain-dance"
"garganacl","recover"
"garganacl","rest"
"garganacl","rock-blast"
"garganacl","rock-polish"
"garganacl","rock-slide"
"garganacl","rock-tomb"
"garganacl","salt-cure"
"garganacl","sandstorm"
"garganacl","sleep-talk"
"garganacl","smack-down"
"garganacl","stealth-rock"
"garganacl","stomping-tantrum"
"garganacl","stone-edge"
"garganacl","substitute"
"garganacl","sunny-day"
"garganacl","thunder-punch"
"garganacl","wide-guard"
"garganacl","zen-headbutt"
"gengar","acid-spray"
"gengar","body-slam"
"gengar","brick-break"
"gengar","clear-smog"
"gengar","confuse-ray"
"gengar","corrosive-gas"
"gengar","curse"
"gengar","dark-pulse"
"gengar","dazzling-gleam"
"gengar","destiny-bond"
"gengar","disable"
"gengar","drain-punch"
"gengar","endure"
"gengar","energy-ball"
"gengar","facade"
"gengar","fire-punch"
"gengar","fling"
"gengar","focus-blast"
"gengar","focus-punch"
"gengar","foul-play"
"gengar","giga-drain"
"gengar","giga-impact"
"gengar","gunk-shot"
"gengar","haze"
"gengar","hex"
"gengar","hyper-beam"
"gengar","hypnosis"
"gengar","ice-punch"
"gengar","icy-wind"
"gengar","imprison"
"gengar","knock-off"
"gengar","mean-look"
"gengar","nasty-plot"
"gengar","night-shade"
"gengar","pain-split"
"gengar","payback"
"gengar","perish-song"
"gengar","phantom-force"
"gengar","poison-jab"
"gengar","poltergeist"
"gengar","protect"
"gengar","psych-up"
"gengar","psychic"
"gengar","psychic-noise"
"gengar","rain-dance"
"gengar","reflect-type"
"gengar","rest"
"gengar","round"
"gengar","scary-face"
"gengar","self-destruct"
"gengar","shadow-ball"
"gengar","shadow-claw"
"gengar","shadow-punch"
"gengar","skill-swap"
"gengar","skitter-smack"
"gengar","sleep-talk"
"gengar","sludge-bomb"
"gengar","sludge-wave"
"gengar","snore"
"gengar","spite"
"gengar","substitute"
"gengar","sucker-punch"
"gengar","sunny-day"
"gengar","taunt"
"gengar","thief"
"gengar","thunder"
"gengar","thunder-punch"
"gengar","thunder-wave"
"gengar","thunderbolt"
"gengar","toxic"
"gengar","toxic-spikes"
"gengar","trick"
"gengar","trick-room"
"gengar","venoshock"
"gengar","will-o-wisp"
"gengar","wonder-room"
"glaceon","alluring-voice"
"glaceon","avalanche"
"glaceon","baby-doll-eyes"
"glaceon","baton-pass"
"glaceon","bite"
"glaceon","blizzard"
"glaceon","body-slam"
"glaceon","calm-mind"
"glaceon","charm"
"glaceon","chilling-water"
"glaceon","copycat"
"glaceon","covet"
"glaceon","curse"
"glaceon","detect"
"glaceon","dig"
"glaceon","double-edge"
"glaceon","endure"
"glaceon","facade"
"glaceon","fake-tears"
"glaceon","flail"
"glaceon","focus-energy"
"glaceon","freeze-dry"
"glaceon","frost-breath"
"glaceon","giga-impact"
"glaceon","gravity"
"glaceon","haze"
"glaceon","helping-hand"
"glaceon","hyper-beam"
"glaceon","hyper-voice"
"glaceon","ice-beam"
"glaceon","ice-fang"
"glaceon","ice-shard"
"glaceon","icicle-spear"
"glaceon","icy-wind"
"glaceon","last-resort"
"glaceon","mirror-coat"
"glaceon","mud-shot"
"glaceon","mud-slap"
"glaceon","protect"
"glaceon","quick-attack"
"glaceon","rain-dance"
"glaceon","rest"
"glaceon","roar"
"glaceon","round"
"glaceon","shadow-ball"
"glaceon","sleep-talk"
"glaceon","snore"
"glaceon","snowscape"
"glaceon","stored-power"
"glaceon","substitute"
"glaceon","sunny-day"
"glaceon","tickle"
"glaceon","trailblaze"
"glaceon","triple-axel"
"glaceon","water-pulse"
"glaceon","weather-ball"
"glaceon","wish"
"glaceon","yawn"
"glalie","avalanche"
"glalie","bite"
"glalie","blizzard"
"glalie","block"
"glalie","body-slam"
"glalie","bulldoze"
"glalie","chilling-water"
"glalie","crunch"
"glalie","dark-pulse"
"glalie","disable"
"glalie","double-team"
"glalie","earthquake"
"glalie","endure"
"glalie","explosion"
"glalie","facade"
"glalie","fake-tears"
"glalie","foul-play"
"glalie","freeze-dry"
"glalie","frost-breath"
"glalie","giga-impact"
"glalie","gyro-ball"
"glalie","helping-hand"
"glalie","hex"
"glalie","hyper-beam"
"glalie","ice-beam"
"glalie","ice-fang"
"glalie","ice-shard"
"glalie","ice-spinner"
"glalie","icicle-crash"
"glalie","icicle-spear"
"glalie","icy-wind"
"glalie","iron-head"
"glalie","light-screen"
"glalie","payback"
"glalie","protect"
"glalie","rain-dance"
"glalie","rest"
"glalie","round"
"glalie","scary-face"
"glalie","self-destruct"
"glalie","shadow-ball"
"glalie","sheer-cold"
"glalie","sleep-talk"
"glalie","snore"
"glalie","snowscape"
"glalie","spikes"
"glalie","spite"
"glalie","steel-roller"
"glalie","substitute"
"glalie","switcheroo"
"glalie","taunt"
"glalie","trailblaze"
"glalie","water-pulse"
"glalie","weather-ball"
"glimmora","acid-armor"
"glimmora","acid-spray"
"glimmora","ancient-power"
"glimmora","confuse-ray"
"glimmora","dazzling-gleam"
"glimmora","earth-power"
"glimmora","endure"
"glimmora","energy-ball"
"glimmora","explosion"
"glimmora","facade"
"glimmora","flash-cannon"
"glimmora","giga-impact"
"glimmora","gunk-shot"
"glimmora","hyper-beam"
"glimmora","iron-defense"
"glimmora","light-screen"
"glimmora","memento"
"glimmora","meteor-beam"
"glimmora","mortal-spin"
"glimmora","mud-shot"
"glimmora","power-gem"
"glimmora","protect"
"glimmora","rain-dance"
"glimmora","reflect"
"glimmora","rest"
"glimmora","rock-blast"
"glimmora","rock-polish"
"glimmora","rock-slide"
"glimmora","rock-tomb"
"glimmora","sand-tomb"
"glimmora","sandstorm"
"glimmora","self-destruct"
"glimmora","sleep-talk"
"glimmora","sludge-bomb"
"glimmora","sludge-wave"
"glimmora","smack-down"
"glimmora","solar-beam"
"glimmora","spikes"
"glimmora","spiky-shield"
"glimmora","stealth-rock"
"glimmora","stone-edge"
"glimmora","substitute"
"glimmora","sunny-day"
"glimmora","toxic"
"glimmora","toxic-spikes"
